search URL:,https://patents.google.com/?q=AR&country=KR
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-950016740-A,조직의 불완전한 회복을 저해하는 방법 ,"피터 지. 스트링거, 일라이 릴리 앤드 캄파니","프랭크 부몰 토마스, 조셉 컬리난 죠지",1993-12-21,1994-12-19,1995-07-20,,https://patents.google.com/patent/KR950016740A/ko,
KR-0164599-B1,"Pyridazine derivatives, process for their preparation and pharmaceutical compositions containing them ",소시에떼 아노님 사노피,"브아쥬그렝 로베르, 브로뎅 로제, 뽈 깡 쟝, 올리에로 도미니끄, 죠르쥬 베르무트 까미유",1989-11-17,1990-11-17,1999-01-15,1999-01-15,https://patents.google.com/patent/KR0164599B1/en,
KR-960000234-A,"Excipients methyltriethoxysilane thio anticancer-drug conjugates, pharmaceutical compositions, and methods for their preparation containing the same ","윌리엄 에이취 캘넌, 아메리칸 사이아나밋드 캄파니","로스 해먼 필립, 힌먼 로이스, 홀랜더 아이어윈, 홀콤 라이언, 할렛트 윌리엄, 츠오우 훼이-루, 제이웨이스 마아틴",1994-06-03,1995-06-03,1996-01-25,,https://patents.google.com/patent/KR960000234A/en,
KR-970000406-B1,심인발성이 뛰어난 고강냉연강판 및 그 제조방법 ,"도사키 시노부, 가와사키 세이테츠 가부시키가이샤","사이지 마츠오카, 히데타카 가와베, 에이코 야스하라, 케이 사카타, 도시유키 가토",1992-06-08,1993-06-08,1997-01-09,1997-01-09,https://patents.google.com/patent/KR970000406B1/ko,
KR-970000952-B1,(1h-아졸-1-일메틸) 치환된 벤조트리아졸 유도체 ,"폴 아드리안 쟌 쟈안센, 쟈안센 파아마슈우티카 엔. 부이.","헤르만 마가레샤 레이메케르스 알폰스, 제인 에드가아드 프레인 에디, 루도비카스 후베르터스 반 게르데르 요세퍼스, 게스톤 베네트 마크",1987-06-01,1988-06-01,1997-01-21,1997-01-21,https://patents.google.com/patent/KR970000952B1/ko,
KR-100380870-B1,라파마이신42-옥심및하이드록실아민 ,와이어쓰,"아메데오 아투로 훼일리, 가이 알란 쉬에서, 올렉 이고레비크 블레이만",1994-12-07,1995-12-06,2003-10-04,2003-10-04,https://patents.google.com/patent/KR100380870B1/ko,
KR-920018113-A,신규한 방향족 폴리아미드와 그의 제조방법 ,"채영복, 재단법인 한국화학연구소","최길영, 이미혜",1991-03-14,1991-03-14,1992-10-21,,https://patents.google.com/patent/KR920018113A/ko,
KR-20010013769-A,촉매 활성제 ,"그래햄 이. 테일러, 더 다우 케미칼 캄파니, 무카이지 인드라니, 노오쓰웨스턴 유니버시티","맥카돈마르크에이치, 닉키아스피터앤, 마르크스토빈제이, 스와르츠데이비드제이",1997-08-01,1998-07-07,2001-02-26,,https://patents.google.com/patent/KR20010013769A/ko,
KR-101193464-B1,Adamantyl pyrrolidin-2-one derivatives as 11-beta hydroxysteroid dehydrogenase inhibitors ,얀센 파마슈티카 엔.브이.,"죠안네스 쎄오도루스 마리아 린더스, 데르 베켄 루이스 조제프 엘리자베쓰 반, 크리스토프 프란시스 로베르트 네스토 부이크, 리부세 자로스코바",2004-05-07,2005-04-29,2012-10-24,2012-10-24,https://patents.google.com/patent/KR101193464B1/en,
KR-100441414-B1,버링 가공성이 우수한 고피로강도 강판 및 그의 제조방법 ,신닛뽄세이테쯔 카부시키카이샤,"요코이다쓰오, 다카하시마나부, 오카다히로유키, 아소도시미쓰",2000-04-21,2000-12-15,2004-07-23,2004-07-23,https://patents.google.com/patent/KR100441414B1/ko,
KR-100217807-B1,9-purinyl phosphonic acid derivatives ,"슈테펜엘.네스비트, 메렐 다우 파마슈티칼스 인크.","알라지 세르쥬, 당쟁 샤를르",1990-07-04,1991-07-04,1999-10-01,1999-10-01,https://patents.google.com/patent/KR100217807B1/en,
KR-20050105511-A,의학적 치료에서 ｅｐ2 선택적 수용체 효능제의 용도 ,화이자 프로덕츠 인크.,"알렉산더 안젤로 콘스탄, 프라카쉬 라지 케샤리, 데이비드 부르톤 맥클린, 비쉬워스 매드하브 파랄카르, 도이나 코스마 로만, 데이비드 두안 톰슨, 티모티 마이클 라이트",2003-03-04,2004-02-23,2005-11-04,,https://patents.google.com/patent/KR20050105511A/ko,
KR-101111542-B1,유기 ｅｌ 재료용 알루미늄 킬레이트 착체 ,"신닛테츠가가쿠 가부시키가이샤, 파이오니아 가부시키가이샤","신지 마쓰오, 히로시 미야자키, 다이시 쓰지",2003-08-07,2004-08-06,2012-02-15,2012-02-15,https://patents.google.com/patent/KR101111542B1/ko,https://patentimages.storage.googleapis.com/c9/9e/c8/733023cc4248c7/112006008649816-pct00041.png
KR-950016746-A,비-펩티드 타키키닌 수용체 길항물질 ,"피터 지. 스트링거, 일라이 릴리 앤드 캄파니","도널드 지터 브루스, 헨리 워커 런 윌리엄",1993-12-21,1994-12-19,1995-07-20,,https://patents.google.com/patent/KR950016746A/ko,
KR-20040095342-A,Angiogenesis inhibitors ,칼스배드 테크놀로지 인코퍼레이티드,"텡체-밍, 쿠오센-추, 리팡유, 판쉬오우-린, 구지-화",2002-03-29,2003-03-31,2004-11-12,,https://patents.google.com/patent/KR20040095342A/en,
KR-101337237-B1,항균제로서의 퀴놀린 유도체 ,얀센 파마슈티카 엔.브이.,"코엔라드 요제프 로데비이크 마르셀 안드리스, 아닐 코울, 제롬 에밀 조지 귈레몽, 엘리자베스 테레세 장 파스퀴에르, 데이비드 프란시스 알랜 란코이스",2005-08-03,2006-07-31,2013-12-06,2013-12-06,https://patents.google.com/patent/KR101337237B1/ko,
KR-930002101-B1,3-p-메톡시벤질리덴-6-하이드록시-4'-메톡시플라바논-6-포스페이트의 겐타마이신염의 제조방법 ,"노우만, 헤우만, 메르크 파텐트 게젤샤프트 미트 베슈랭크터 하프퉁","게리크 롤프, 바트리그 헬무트, 딩겔다인 엘비라",1984-08-28,1985-08-26,1993-03-26,1993-03-26,https://patents.google.com/patent/KR930002101B1/ko,
KR-20170102013-A,진균류 감염을 억제하기 위한 조성물 및 방법 ,"아르노 테라퓨틱스 인코포레이티드, 오하이오 스테이트 이노베이션 파운데이션","차드 랩플라이, 알렉산더 즈키브스키, 스테판 프로니크",2015-01-12,2016-01-07,2017-09-06,,https://patents.google.com/patent/KR20170102013A/ko,https://patentimages.storage.googleapis.com/77/29/98/ad8e5c8f96235c/pct00010.png
KR-100369697-B1,"Prostaglandin agonists, pharmaceutical compositions and kits for treating bone disorders comprising the agonists ",화이자 인코포레이티드,"카메론킴벌리오키프, 레프커브루스알렌, 로사티로버트루이스",1997-10-10,1998-10-05,2003-02-05,2003-02-05,https://patents.google.com/patent/KR100369697B1/en,
KR-20120091397-A,Method of depositing ruthenium film ,도쿄엘렉트론가부시키가이샤,"유미코 가와노, 스스무 아리마, 히데아키 야마사키",2006-02-28,2007-02-27,2012-08-17,,https://patents.google.com/patent/KR20120091397A/en,https://patentimages.storage.googleapis.com/44/9e/48/49d67932109510/pat00003.png
KR-100637110-B1,세포 유착 억제제 ,바이오겐 아이덱 엠에이 인코포레이티드,"스티븐 피 아담스, 캐롤 엘 엔싱어, 종리 젱",1996-07-25,1997-07-24,2006-10-23,2006-10-23,https://patents.google.com/patent/KR100637110B1/ko,
KR-920007293-B1,Optical recording medium and method of its production ,"다께바야시 쇼오고, 미쓰이 세끼유 가가꾸 고오교오 가부시끼가이샤","시게또 시게마쓰, 고오지 쓰즈기야마",1988-10-28,1989-10-26,1992-08-29,1992-08-29,https://patents.google.com/patent/KR920007293B1/en,https://patentimages.storage.googleapis.com/50/7d/a4/571e4eca687911/kpo00001.png
KR-100398464-B1,Ferrite-based thin steel sheet excellent in shape freezing feature and manufacturing method thereof ,신닛뽄세이테쯔 카부시키카이샤,"다까하시마나부, 아끼스에오사무, 우스다마쓰오, 요시다도루, 기시다고지",1998-07-27,1999-07-27,2003-10-10,2003-10-10,https://patents.google.com/patent/KR100398464B1/en,
KR-101252920-B1,"High-strength steel plate excellent in low-temperature toughness, steel pipe, and processes for production of both ",신닛테츠스미킨 카부시키카이샤,"다이시 후지시로, 신야 사까모또, 다꾸야 하라, 히또시 아사히",2008-04-07,2009-04-07,2013-04-09,2013-04-09,https://patents.google.com/patent/KR101252920B1/en,https://patentimages.storage.googleapis.com/5e/90/de/d8f65c4c6fcc00/112010055481132-pct00013.png
KR-900011739-A,β-차단/안기 오텐신 Ⅱ 차단 혈압강하제 혼합물 ,"도날드 에이. 호스, 이. 아이. 듀 퐁 드 네모어 앤드 캄파니","죤 카리니 데이비드, 죠너스 바이터타스 던키아 죤",1989-01-19,1990-01-18,1990-08-02,,https://patents.google.com/patent/KR900011739A/ko,
KR-930006027-A,Useful as inhibitors of the 2-substituted enke sold xylanase and angiotensin converting enzyme (ace) indan-2-mercapto-acetyl derivatives ,"스티븐 엘. 네스비트, 메렐 다우 파마슈티칼스 인크.","엠. 와샤우스키 앨랜, 앨랜. 플린 개리",1991-09-27,1992-09-26,1993-04-20,,https://patents.google.com/patent/KR930006027A/en,
KR-20130004605-A,선박용 열간 압연 형강 및 그의 제조 방법 ,제이에프이 스틸 가부시키가이샤,"타츠미 기무라, 카즈히코 시오타니, 신이치 스즈키, 노부오 시카나이, 카즈타카 고바야시",2007-07-27,2008-07-24,2013-01-11,,https://patents.google.com/patent/KR20130004605A/ko,
KR-930006028-A,엔케팔리나제 및 안지오텐신 전환 효소(ace)의 억제제로서 유용한 2-치환 인단-2-카르복시알킬 유도체 ,"스티븐 엘. 네스비트, 메렐 다우 파마슈티칼스 인크.","엠.와샤우스키 앨랜, 앨랜. 플린 개리",1991-09-27,1992-09-26,1993-04-20,,https://patents.google.com/patent/KR930006028A/ko,
KR-957000323-A,엔케팔리나제 및 안지오텐신 전환 효소의 억제제로서 유용한 아미노아세틸머캅토아세틸아미드 유도체(Aminoacetylmercaptoacetylamide derivatives useful as inhibitors of enkephalinase and ACE) ,"게리 디. 스트리트, 메렐 다우 파마슈티칼즈 인코포레이티드","에이. 플린 게리, 제이. 크리그 로버트, 엘. 페빅 토마스, 선더 샤이암, 더블유. 슘 패트릭",1992-02-14,1993-01-08,1995-01-16,,https://patents.google.com/patent/KR957000323A/ko,
KR-100950394-B1,Red-shifted water-dispersible naphthalocyanine dyes ,실버브룩 리서치 피티와이 리미티드,"그라씨엘 곤자가, 데이몬 도날드 리들리, 시몬 샬롯 본윌러, 스콧 매튜 스탈링, 키아 실버브룩, 수싸르시니 인듀세가람",2005-07-05,2006-06-08,2010-03-29,2010-03-29,https://patents.google.com/patent/KR100950394B1/en,https://patentimages.storage.googleapis.com/bc/0c/44/91502fd7069d1e/112008008721932-pct00020.png
KR-960006551-B1,Polyamine derivatives and preparation of them and antineoplastic agents ,"게리 디. 스트리트, 메렐 다우 파마슈티칼스 인코포레이티드","엠. 스테메릭크 데이비드, 제이. 비튼티 알란, 엘. 에드워즈 마이클, 피. 맥칸 피터, 죠르즈마 알버트",1987-02-03,1988-02-03,1996-05-17,1996-05-17,https://patents.google.com/patent/KR960006551B1/en,
KR-960041180-A,점착성 수용체 길항제 ,"크리스찬 플뢰미히, 메르크 파텐트 게젤샤프트 미트 베슈랭크터 하프퉁","간테 요아킴, 유라스지크 호르스트, 라다쯔 페터, 부르지거 한스, 베르노타트-다니엘로브스키 자비네, 멜쩌 구이도",1995-05-05,1996-05-06,1996-12-19,,https://patents.google.com/patent/KR960041180A/ko,
KR-19990078366-A,Derivatives of phenoxy acetic acid and phenoxymethyl tetrazole having antitumor activity ,"프리돌린 클라우스너, 롤란드 비. 보레르, 에프. 호프만-라 로슈 아게","디도메니코로베르토, 한젠질케, 칼루자브리히테, 멘타에르네스토, 슈마허랄프",1998-03-30,1999-03-29,1999-10-25,,https://patents.google.com/patent/KR19990078366A/en,
KR-900003679-A,Photopolymerizable composition containing a low thermal stress polyimide precursor and a polyimide precursor ,"에리 마사요시, 아사히가세이고오교 가부시끼가이샤","히데오 아이, 히데아끼 다까하시",1988-08-24,1989-08-24,1990-03-26,,https://patents.google.com/patent/KR900003679A/en,
KR-20050013260-A,Caspase inhibitors and uses thereof ,버텍스 파마슈티칼스 인코포레이티드,"네흐텔로날드, 모티모어마이클, 스터들리존, 밀란데이비드",2002-06-28,2003-06-27,2005-02-03,,https://patents.google.com/patent/KR20050013260A/en,
KR-20000064454-A,인터류킨-1베타전환효소의억제제 ,버텍스 파마슈티칼스 인코포레이티드,"더블유. 베미스 가이, 피. 더피 존, 허만 프리드맨 울프, 엠. 씨. 골렉 줄리안, 제이. 리빙스턴 데이비드, 디. 멀리칸 마이클, 에이. 먹코 마크, 이. 젤 로버트",1995-12-20,1996-12-20,2000-11-06,,https://patents.google.com/patent/KR20000064454A/ko,
KR-20080086403-A,금속 산질화물 접착/부식 배리어 층 및 및 다이아몬드-형탄소 오버코트 ,에스에이이 마그네틱스 (에이치.케이) 리미티드,"엘리스 티. 차, 스더 쳉, 주 펭",2007-03-21,2008-03-21,2008-09-25,,https://patents.google.com/patent/KR20080086403A/ko,https://patentimages.storage.googleapis.com/91/0d/a4/a6b046bbfd25b4/112008020662817-PAT00001.png
KR-20050105515-A,아크 용접용 가스 조성물 ,"프랙스에어 테크놀로지, 인코포레이티드","윌리암 데 아브레우 마케도, 호아오 비니키우스 데 올리베이라 코레이아",2003-03-07,2004-03-04,2005-11-04,,https://patents.google.com/patent/KR20050105515A/ko,
KR-977002836-A,Olefins as pesticidal fluoro (pesticidal fluoroolefins) ,"리챠드 케이쓰 퍼시, 브리티쉬 테크놀로지 그룹 리미티드","폴 신프 캠배이 뷰핀더, 리우 뮤-광",1994-04-29,1995-04-26,1997-06-10,,https://patents.google.com/patent/KR977002836A/en,
KR-20050004012-A,강판의 레이저 용접 방법 및 복합판재 ,다이요 닛산 가부시키가이샤,"나카이토모아키, 카메이토시카주",2003-07-02,2004-06-25,2005-01-12,,https://patents.google.com/patent/KR20050004012A/ko,
KR-100766158-B1,"티아졸, 이미다졸 및 옥사졸 화합물, 및 단백질 노화와관련된 장애의 치료 ",알테온 인크.,"사라 바산, 딜립 웨글, 죤 제이. 이건",2000-01-19,2001-01-19,2007-10-10,2007-10-10,https://patents.google.com/patent/KR100766158B1/ko,
KR-940005739-A,The stability enhancement flame-retardant plastic molding composition ,"벡커, 바인, 훽스트 아크티엔게젤샤프트","지켄 마르틴, 반츠케 볼프강",1992-08-01,1993-07-30,1994-03-22,,https://patents.google.com/patent/KR940005739A/en,
KR-20040028966-A,안구 질환 치료용 인테그린 억제제 ,메르크 파텐트 게엠베하,"벤더한스마르쿠스, 하운쉴트유타, 랑울리히, 비스너마티아스, 프리드랜더마틴",2001-08-01,2002-07-03,2004-04-03,,https://patents.google.com/patent/KR20040028966A/ko,
KR-20070085250-A,Compounds and methods of treating insulin resistance and cardiomyopathy ,포베스 메디-테크 (리서치) 인코포레이티드,존 네스터,2004-10-12,2005-10-12,2007-08-27,,https://patents.google.com/patent/KR20070085250A/en,
KR-0178468-B1,신규 a-노르-스테로이드-3-카르복실산 유도체 ,"게리 디.스트리트, 메렐 다우 파마슈티칼스 인크.","알랜 플린 게리, 베이 필리뻬, 로버트 블로옴 토마스",1989-12-29,1990-12-28,1999-04-01,1999-04-01,https://patents.google.com/patent/KR0178468B1/ko,
KR-100527348-B1,Aromatic Compounds and Organic Light Emitting Diodes ,내셔널 칭화 유니버시티,"쳉치엔-홍, 쉬흐후아이-팅, 유쿠오-첸",2002-10-16,2003-05-20,2005-11-09,2005-11-09,https://patents.google.com/patent/KR100527348B1/en,
